id_musicien,nom,prenom,mail,dateNaiss,style,sexe
1392,Katelyn,Mullenax,Katelyn@Mullenax.hku,1994-6-8,ORIONTAL,M
1393,Charlotte,Shappell,Charlotte@Shappell.utg,1964-2-18,classic,F
1394,Janis,Mclean,Janis@Mclean.kpp,2006-5-23,ROCK N ROLL,M
1395,Vincent,Anderson,Vincent@Anderson.bdq,2008-2-10,classic,M
1396,Clara,Young,Clara@Young.pjz,1961-11-19,ROCK N ROLL,M
1397,Erin,Amundson,Erin@Amundson.pys,1962-4-22,classic,M
1398,Connie,Rossin,Connie@Rossin.ulx,1981-4-7,classic,M
1399,Peter,Lopez,Peter@Lopez.tqo,1960-6-10,classic,F
1400,Joanne,Rabon,Joanne@Rabon.xoa,1964-2-21,classic,M
1401,Alisha,Huntley,Alisha@Huntley.god,1957-8-2,ORIONTAL,F
1402,Humberto,Rhodes,Humberto@Rhodes.oaf,2003-2-25,classic,F
1403,Ian,Laureano,Ian@Laureano.pqg,1998-3-21,ORIONTAL,F
1404,Pilar,Sell,Pilar@Sell.bgl,1974-5-25,classic,F
1405,Lauren,Tucker,Lauren@Tucker.zif,1949-5-12,ORIONTAL,M
1406,James,Maddox,James@Maddox.xgk,2006-10-28,classic,F
1407,Mose,Alberson,Mose@Alberson.yml,1989-2-21,classic,M
1408,Lloyd,Pierce,Lloyd@Pierce.bfe,1978-5-1,ORIONTAL,M
1409,Betty,Sandling,Betty@Sandling.fpo,1999-1-6,ROCK N ROLL,M
1410,Ryan,Hay,Ryan@Hay.mwg,1999-11-3,ROCK N ROLL,F
1411,Donnie,Suriel,Donnie@Suriel.sht,1955-6-21,ROCK N ROLL,M
1412,Anthony,Rasmussen,Anthony@Rasmussen.hia,1962-9-10,ORIONTAL,M
1413,Karen,Adair,Karen@Adair.dvu,1981-6-13,JAZZ,F
1414,Tyson,Porterfield,Tyson@Porterfield.ehf,1961-9-16,JAZZ,M
1415,Jessica,Velis,Jessica@Velis.npc,1959-5-18,ORIONTAL,F
1416,Katherine,Lopez,Katherine@Lopez.exq,1945-1-20,JAZZ,M
1417,Lindsey,Carr,Lindsey@Carr.foq,1961-2-11,classic,M
1418,David,Shen,David@Shen.mqq,1962-3-26,JAZZ,F
1419,Walter,Burchett,Walter@Burchett.ldz,1997-5-5,ORIONTAL,M
1420,Rebecca,Cherry,Rebecca@Cherry.upb,1964-5-28,ROCK N ROLL,F
1421,Debra,Fernandez,Debra@Fernandez.cam,1955-3-25,ROCK N ROLL,M
1422,Jennifer,Rogal,Jennifer@Rogal.gjq,1980-11-15,ORIONTAL,F
1423,Michael,Urquhart,Michael@Urquhart.ool,2005-10-28,ORIONTAL,F
1424,Pamela,Lemaster,Pamela@Lemaster.ygs,1984-1-19,ROCK N ROLL,M
1425,Loren,Yarber,Loren@Yarber.sim,1965-12-15,classic,F
1426,Ernest,Kempf,Ernest@Kempf.xyu,1946-12-23,classic,M
1427,Jessica,Burgess,Jessica@Burgess.lzr,1992-11-17,ROCK N ROLL,M
1428,Dale,Taylor,Dale@Taylor.ncd,1996-8-7,JAZZ,F
1429,Nicholas,Francis,Nicholas@Francis.dcp,1992-9-1,ROCK N ROLL,M
1430,Marisa,Mcalpine,Marisa@Mcalpine.gnj,1986-1-2,classic,M
1431,Richard,Merrow,Richard@Merrow.jdd,1962-10-8,JAZZ,M
1432,Sara,Graves,Sara@Graves.vfo,1969-1-20,classic,M
1433,Ursula,Traub,Ursula@Traub.mve,1954-1-19,JAZZ,M
1434,Gerald,Demoss,Gerald@Demoss.tjw,1965-3-5,ORIONTAL,M
1435,Douglas,Olsen,Douglas@Olsen.rpe,1959-10-10,ROCK N ROLL,M
1436,Henry,Blass,Henry@Blass.lws,1988-9-18,ORIONTAL,M
1437,Elizabeth,Ho,Elizabeth@Ho.tri,1941-3-24,JAZZ,M
1438,Audrey,Ocampo,Audrey@Ocampo.sko,1975-3-19,classic,F
1439,Raymond,West,Raymond@West.wnx,1950-8-1,ROCK N ROLL,M
1440,Darlene,Remo,Darlene@Remo.jxd,1983-9-17,classic,F
1441,Galen,Levine,Galen@Levine.nuf,1955-3-17,ROCK N ROLL,M
1442,Eleanor,Molina,Eleanor@Molina.umh,1957-6-22,ORIONTAL,F
1443,Seth,Mack,Seth@Mack.zsi,1988-7-14,ORIONTAL,F
1444,Emily,Dix,Emily@Dix.jdd,1975-8-19,ORIONTAL,M
1445,James,Barnes,James@Barnes.xas,1992-7-8,JAZZ,M
1446,Lois,Zapata,Lois@Zapata.rng,1949-10-4,ROCK N ROLL,M
1447,Michel,Cavazos,Michel@Cavazos.bqu,1992-2-15,classic,F
1448,Claudia,Scates,Claudia@Scates.fhg,1958-7-27,ROCK N ROLL,M
1449,Linda,Funk,Linda@Funk.khs,1976-4-22,JAZZ,F
1450,Lorraine,Bourgeois,Lorraine@Bourgeois.ktq,1975-4-4,ORIONTAL,M
1451,Anthony,Holloway,Anthony@Holloway.nlr,1957-6-9,ORIONTAL,F
1452,Robert,Ordonez,Robert@Ordonez.wvv,2001-3-13,ORIONTAL,M
1453,Lawrence,Hatchett,Lawrence@Hatchett.mzj,1980-2-10,JAZZ,M
1454,Gail,Mcdowell,Gail@Mcdowell.dyl,2009-4-16,JAZZ,M
1455,Carol,Pollock,Carol@Pollock.vnt,1982-10-18,classic,M
1456,Linda,Sittloh,Linda@Sittloh.nbm,1995-4-6,ORIONTAL,M
1457,Maryjane,Stone,Maryjane@Stone.oyy,1956-7-25,ORIONTAL,M
1458,Kelly,Dawkins,Kelly@Dawkins.tgz,1978-8-9,ORIONTAL,M
1459,Ollie,Herrera,Ollie@Herrera.vlz,1974-12-13,JAZZ,M
1460,Roy,Jones,Roy@Jones.ult,1962-11-11,ROCK N ROLL,M
1461,Vivian,Sargent,Vivian@Sargent.llp,1944-5-28,JAZZ,F
1462,Oscar,Cauthen,Oscar@Cauthen.aec,1948-4-23,JAZZ,M
1463,Carmen,Holmes,Carmen@Holmes.zrz,1993-2-21,JAZZ,M
1464,Theresa,Smith,Theresa@Smith.iqo,1946-6-12,classic,M
1465,Margaret,Lee,Margaret@Lee.wak,1972-7-27,JAZZ,M
1466,Debra,Calo,Debra@Calo.aiu,1997-9-21,JAZZ,M
1467,Michelle,Berardino,Michelle@Berardino.uxl,1940-2-4,JAZZ,M
1468,Leroy,Moran,Leroy@Moran.uwd,1946-9-13,JAZZ,M
1469,Curtis,Brauer,Curtis@Brauer.xgn,1993-7-17,classic,M
1470,Brian,Meixner,Brian@Meixner.xwf,2001-8-6,ROCK N ROLL,M
1471,Kimberly,Ford,Kimberly@Ford.zzd,1953-2-20,classic,M
1472,Jonathan,Galvan,Jonathan@Galvan.imu,1980-12-24,ORIONTAL,F
1473,Brian,Boston,Brian@Boston.zdd,1994-8-13,ROCK N ROLL,M
1474,Nancy,Cantu,Nancy@Cantu.ynb,2000-4-11,classic,M
1475,Salvador,Torrey,Salvador@Torrey.fir,1980-7-14,JAZZ,M
1476,Michael,Parker,Michael@Parker.hhu,1985-5-17,ORIONTAL,M
1477,Rosalie,Papa,Rosalie@Papa.rlo,1960-9-2,classic,F
1478,John,Borden,John@Borden.tzu,1982-12-5,ROCK N ROLL,M
1479,Travis,Blue,Travis@Blue.ybf,1966-5-10,classic,M
1480,Phillip,Woods,Phillip@Woods.rgw,1970-6-3,JAZZ,F
1481,Dana,Turner,Dana@Turner.kxg,1954-3-26,ORIONTAL,M
1482,Josie,Tejeiro,Josie@Tejeiro.skt,2003-2-9,ORIONTAL,M
1483,Ruth,Yale,Ruth@Yale.vht,1947-7-11,ORIONTAL,F
1484,Mary,Hall,Mary@Hall.dep,1961-6-5,classic,M
1485,Yvonne,Gilliam,Yvonne@Gilliam.ygu,1984-9-7,classic,M
1486,John,Zielinski,John@Zielinski.xmt,1955-12-16,ORIONTAL,F
1487,Joann,Wolf,Joann@Wolf.vor,2007-12-19,ROCK N ROLL,M
1488,Mark,Anderson,Mark@Anderson.jrp,1954-2-9,classic,M
1489,Minnie,Novoa,Minnie@Novoa.qhj,1965-10-24,classic,M
1490,Scott,Kearney,Scott@Kearney.yfx,2002-11-28,classic,M
1491,Susan,Reed,Susan@Reed.xjo,1966-3-4,ORIONTAL,M
1492,Elsa,Johnston,Elsa@Johnston.thy,1942-3-27,classic,M
1493,Sheri,Medford,Sheri@Medford.sec,1954-3-6,ROCK N ROLL,M
1494,Danae,Cade,Danae@Cade.hll,1945-8-24,JAZZ,M
1495,Michael,Taylor,Michael@Taylor.kwx,1982-11-24,classic,M
1496,Aaron,Fechner,Aaron@Fechner.jco,1999-4-7,ROCK N ROLL,F
1497,Ethel,Shelton,Ethel@Shelton.gnf,1991-9-25,ROCK N ROLL,M
1498,Pamela,Temple,Pamela@Temple.ytv,2005-1-12,JAZZ,M
1499,James,Smith,James@Smith.wle,1992-2-15,ROCK N ROLL,F
1500,Raphael,Teaff,Raphael@Teaff.qkz,1972-2-20,ROCK N ROLL,M
1501,Mattie,Frantz,Mattie@Frantz.iap,1962-11-13,JAZZ,M
1502,Susan,Mcgrath,Susan@Mcgrath.jpc,1998-3-3,classic,M
1503,Kenneth,Cobb,Kenneth@Cobb.lok,1971-4-20,JAZZ,M
1504,Willis,Craig,Willis@Craig.clf,1957-8-26,JAZZ,F
1505,James,Szocki,James@Szocki.qbb,1943-10-10,ROCK N ROLL,M
1506,Alicia,Porter,Alicia@Porter.pjg,1964-7-21,classic,M
1507,Diana,Mclaughlin,Diana@Mclaughlin.qje,1954-2-2,ROCK N ROLL,M
1508,Erika,Cottingham,Erika@Cottingham.bue,1951-9-25,ROCK N ROLL,M
1509,Dominga,Alvarez,Dominga@Alvarez.ssv,1984-11-23,JAZZ,M
1510,Marilyn,Gonzalez,Marilyn@Gonzalez.mqu,2002-2-5,classic,M
1511,Nettie,Melvin,Nettie@Melvin.jvr,1968-8-24,classic,F
1512,Joseph,Macdowell,Joseph@Macdowell.aeh,1979-12-9,ROCK N ROLL,F
1513,Francis,Brooks,Francis@Brooks.bkq,1994-1-6,classic,M
1514,Deborah,Crawford,Deborah@Crawford.hxt,1994-9-13,ORIONTAL,F
1515,Carlton,Maston,Carlton@Maston.fuv,1958-5-15,ORIONTAL,M
1516,Kathy,Bonaccorsi,Kathy@Bonaccorsi.yys,1947-3-12,classic,M
1517,Vernon,Hackney,Vernon@Hackney.vbp,1957-6-23,ORIONTAL,M
1518,Joseph,Kirk,Joseph@Kirk.mze,1974-6-10,ORIONTAL,M
1519,Debra,Felter,Debra@Felter.jpl,1958-10-18,ROCK N ROLL,F
1520,Michele,Robinson,Michele@Robinson.wis,1988-4-20,classic,M
1521,Leroy,Payne,Leroy@Payne.lfa,1951-4-27,classic,M
1522,James,Stuart,James@Stuart.sxy,1979-9-24,ROCK N ROLL,M
1523,Charles,Simon,Charles@Simon.pzo,1984-7-20,ROCK N ROLL,M
1524,Barbara,Meli,Barbara@Meli.cum,1951-8-28,ORIONTAL,M
1525,Clifford,Garnett,Clifford@Garnett.yuo,1986-3-20,ORIONTAL,M
1526,Judy,Benge,Judy@Benge.qbg,2001-12-6,ROCK N ROLL,M
1527,Heather,Rudolph,Heather@Rudolph.yen,1987-2-12,ROCK N ROLL,M
1528,Robert,Simon,Robert@Simon.kyf,1943-10-22,ORIONTAL,M
1529,Jessica,Thomas,Jessica@Thomas.ijt,1980-2-1,ROCK N ROLL,M
1530,Nancy,Conner,Nancy@Conner.kuc,1954-5-5,ROCK N ROLL,F
1531,Casey,Reichmann,Casey@Reichmann.rbj,2005-7-21,ORIONTAL,M
1532,Ryan,Walker,Ryan@Walker.juj,2007-1-3,JAZZ,M
1533,Adrienne,Davis,Adrienne@Davis.hsn,1997-3-19,classic,F
1534,Chris,Pickens,Chris@Pickens.sqe,1995-11-17,classic,M
1535,Jose,Price,Jose@Price.qtn,1972-12-21,JAZZ,M
1536,Carrie,Wallace,Carrie@Wallace.xca,2009-4-3,classic,M
1537,Russell,Calahan,Russell@Calahan.hor,1986-6-14,ORIONTAL,F
1538,Stephanie,Watkins,Stephanie@Watkins.qbg,1945-3-22,classic,F
1539,Betsy,Beckman,Betsy@Beckman.ovf,1971-7-27,JAZZ,F
1540,Ruth,Manning,Ruth@Manning.plr,1970-9-12,JAZZ,M
1541,Philip,Young,Philip@Young.hnw,1983-7-10,classic,M
1542,Angela,Driscoll,Angela@Driscoll.imx,1947-5-17,classic,M
1543,Rhonda,Emmons,Rhonda@Emmons.rzp,1955-12-19,JAZZ,M
1544,Alvin,Smith,Alvin@Smith.xjb,1949-3-18,classic,F
1545,Brian,Alexander,Brian@Alexander.moe,1994-4-6,classic,M
1546,Robert,Macneil,Robert@Macneil.hcp,1957-11-25,classic,F
1547,Heather,Nunez,Heather@Nunez.aox,1992-11-12,classic,M
1548,Jerry,Simmons,Jerry@Simmons.jna,1977-2-1,ROCK N ROLL,F
1549,Christopher,Houck,Christopher@Houck.jad,1980-12-13,ROCK N ROLL,M
1550,Jose,Chalifour,Jose@Chalifour.fbk,1948-6-24,ROCK N ROLL,M
1551,James,Oshea,James@Oshea.otk,1943-9-23,classic,M
1552,Lori,Floyd,Lori@Floyd.gny,1960-6-15,classic,M
1553,Janice,Nipp,Janice@Nipp.fkj,1968-12-5,ORIONTAL,M
1554,Steven,Mosley,Steven@Mosley.msc,1988-3-14,ROCK N ROLL,M
1555,Adrian,White,Adrian@White.ohi,1951-3-24,ROCK N ROLL,M
1556,Magdalen,Victoria,Magdalen@Victoria.csq,2006-9-23,JAZZ,M
1557,Agustin,Gorney,Agustin@Gorney.qwz,1940-5-27,ORIONTAL,M
1558,Desmond,Miller,Desmond@Miller.why,1992-1-11,JAZZ,M
1559,Ivan,Camarillo,Ivan@Camarillo.qkw,1974-6-8,ORIONTAL,F
1560,Thomas,Fontaine,Thomas@Fontaine.fzl,1946-6-22,ROCK N ROLL,F
1561,Peter,Graham,Peter@Graham.lvk,2003-1-2,ROCK N ROLL,M
1562,Patricia,Kelleher,Patricia@Kelleher.xnj,1952-2-19,classic,M
1563,Brian,Herman,Brian@Herman.sps,1978-11-15,ROCK N ROLL,M
1564,James,Silveri,James@Silveri.tdt,1948-6-19,JAZZ,M
1565,Bryan,Rivero,Bryan@Rivero.qdk,1991-10-11,ROCK N ROLL,M
1566,Linda,Slone,Linda@Slone.ofn,1986-11-3,ROCK N ROLL,M
1567,Karen,Mulherin,Karen@Mulherin.xir,1943-7-8,JAZZ,F
1568,Elizabeth,Baskin,Elizabeth@Baskin.zzn,1980-9-11,ROCK N ROLL,F
1569,Glen,Stonebraker,Glen@Stonebraker.brv,2009-8-27,ROCK N ROLL,F
1570,Bruno,Vaughan,Bruno@Vaughan.mpe,1984-11-18,ORIONTAL,M
1571,Thomas,Moore,Thomas@Moore.exo,1981-9-3,classic,F
1572,Alex,Guffey,Alex@Guffey.hci,1963-8-23,JAZZ,M
1573,Jose,Burns,Jose@Burns.csq,1944-6-4,classic,M
1574,Daniel,Wilson,Daniel@Wilson.fqa,1988-3-4,JAZZ,M
1575,Dennis,Chambers,Dennis@Chambers.hcw,1970-12-4,classic,M
1576,Bryan,Thompson,Bryan@Thompson.emh,1986-10-11,ORIONTAL,M
1577,Jonathan,Jackson,Jonathan@Jackson.cwg,1974-10-10,classic,F
1578,Jay,Eckstein,Jay@Eckstein.xcq,1977-6-27,ROCK N ROLL,M
1579,Evelyn,Guthrie,Evelyn@Guthrie.mia,1959-1-13,ROCK N ROLL,F
1580,John,Ryan,John@Ryan.ncs,1950-4-1,classic,M
1581,Daniel,Clifton,Daniel@Clifton.als,2006-7-8,JAZZ,F
1582,Lillie,Pfeil,Lillie@Pfeil.fpk,1946-8-22,ROCK N ROLL,F
1583,Beulah,Brookshire,Beulah@Brookshire.nct,1991-11-11,classic,F
1584,Paul,Fine,Paul@Fine.aio,1948-11-20,JAZZ,M
1585,Chet,Kohn,Chet@Kohn.dkk,1979-8-12,ROCK N ROLL,M
1586,Michael,Hamilton,Michael@Hamilton.vgp,1983-5-22,ORIONTAL,M
1587,Maria,Keys,Maria@Keys.ucc,1942-6-19,ORIONTAL,M
1588,Oliver,Breaux,Oliver@Breaux.egr,1947-10-20,ORIONTAL,M
1589,Kathy,Knox,Kathy@Knox.btu,1958-11-6,ROCK N ROLL,M
1590,Herman,Madden,Herman@Madden.iug,1962-4-11,ORIONTAL,M
1591,Antonio,Mccoy,Antonio@Mccoy.reg,1977-4-24,classic,F
1592,Hattie,Waldrop,Hattie@Waldrop.uir,1994-8-17,ROCK N ROLL,M
1593,Frederick,Roberts,Frederick@Roberts.zqs,1940-2-16,JAZZ,M
1594,Robert,Whiting,Robert@Whiting.qwf,1951-1-14,ORIONTAL,M
1595,Becky,Lyons,Becky@Lyons.znh,1966-4-3,classic,M
1596,Stephanie,Gonzalez,Stephanie@Gonzalez.olo,1958-7-3,ORIONTAL,M
1597,Robert,Kelly,Robert@Kelly.uja,2009-7-2,ORIONTAL,M
1598,Donna,Sutton,Donna@Sutton.wyc,1951-3-14,ORIONTAL,M
1599,Edwin,Portis,Edwin@Portis.cdp,1950-11-27,JAZZ,M
1600,Maria,Carlson,Maria@Carlson.ryt,1968-6-9,JAZZ,M
1601,Donnie,Rhoades,Donnie@Rhoades.qbx,2002-11-15,JAZZ,M
1602,Jeffrey,Gioia,Jeffrey@Gioia.ncf,1953-12-24,ORIONTAL,M
1603,Joe,Missey,Joe@Missey.snt,1956-5-26,ROCK N ROLL,M
1604,Dianna,Armon,Dianna@Armon.rtc,1990-10-18,JAZZ,M
1605,Willard,Pujols,Willard@Pujols.kwa,1988-12-4,ROCK N ROLL,F
1606,Gwendolyn,Martin,Gwendolyn@Martin.amg,1979-11-19,JAZZ,M
1607,Sarah,Patterson,Sarah@Patterson.ydb,2001-2-22,JAZZ,M
1608,Katherine,Moore,Katherine@Moore.xaw,1993-12-5,classic,F
1609,Robert,Mcginn,Robert@Mcginn.fpk,1942-8-13,classic,M
1610,Johnny,Macauley,Johnny@Macauley.qvd,1952-3-17,classic,M
1611,Michele,Clemens,Michele@Clemens.vra,1995-3-6,ROCK N ROLL,M
1612,Nicholas,Ford,Nicholas@Ford.ibb,1981-5-6,ORIONTAL,F
1613,John,Crooks,John@Crooks.vgv,1999-12-6,classic,M
1614,Gary,Mowles,Gary@Mowles.ztw,1951-11-11,classic,M
1615,Dale,Willson,Dale@Willson.cev,2007-9-7,ORIONTAL,F
1616,Helen,Nieves,Helen@Nieves.vdv,2006-5-22,ROCK N ROLL,M
1617,Barbara,Hrbacek,Barbara@Hrbacek.esx,2003-7-21,ROCK N ROLL,F
1618,Helene,Broussard,Helene@Broussard.sgb,1949-9-5,ROCK N ROLL,M
1619,Teri,Giammarino,Teri@Giammarino.jwo,2001-6-8,ORIONTAL,F
1620,Angel,Bass,Angel@Bass.jrx,1962-11-9,ORIONTAL,M
1621,John,Woodward,John@Woodward.hhn,1996-10-12,classic,M
1622,Walter,Langlois,Walter@Langlois.eai,1957-6-3,classic,M
1623,Patricia,Pearson,Patricia@Pearson.aeg,1993-2-1,JAZZ,M
1624,Anthony,Myers,Anthony@Myers.hbn,1995-10-7,ORIONTAL,M
1625,Brenda,Boykins,Brenda@Boykins.ljp,1966-10-8,ROCK N ROLL,F
1626,Ana,Pratt,Ana@Pratt.pzy,2003-9-10,classic,M
1627,Verna,Rodriquez,Verna@Rodriquez.tjg,1987-10-26,ROCK N ROLL,F
1628,Barbara,Polo,Barbara@Polo.dyp,1980-6-23,classic,M
1629,Travis,Woods,Travis@Woods.zrm,1999-1-19,ORIONTAL,M
1630,Hazel,Greenler,Hazel@Greenler.zfm,2003-8-3,classic,M
1631,Tara,Corrigan,Tara@Corrigan.eqy,1945-6-10,ORIONTAL,M
1632,Louis,Henderson,Louis@Henderson.qln,1943-4-28,ROCK N ROLL,M
1633,Carolyn,Moore,Carolyn@Moore.zzy,2004-10-19,classic,F
1634,Doris,Nash,Doris@Nash.csw,2000-5-7,ROCK N ROLL,M
1635,Dale,Shick,Dale@Shick.mcx,1953-7-5,JAZZ,M
1636,Lee,Taylor,Lee@Taylor.hhw,1943-1-18,classic,M
1637,Luis,Deloney,Luis@Deloney.fnd,1986-12-25,classic,F
1638,Son,Evans,Son@Evans.zca,1957-10-21,ORIONTAL,M
1639,Richard,Smith,Richard@Smith.odg,1944-12-10,ROCK N ROLL,M
1640,John,Farmer,John@Farmer.cjw,2000-6-15,ROCK N ROLL,F
1641,Timothy,Roland,Timothy@Roland.akb,1977-5-21,ROCK N ROLL,M
1642,Cory,Martinez,Cory@Martinez.lql,1999-12-2,JAZZ,M
1643,Lucille,Serra,Lucille@Serra.siw,1987-9-18,ROCK N ROLL,M
1644,James,Holder,James@Holder.fwe,1985-3-24,JAZZ,F
1645,Christina,Salters,Christina@Salters.rfz,1943-7-5,ROCK N ROLL,M
1646,Tara,Williams,Tara@Williams.yoy,1980-12-27,classic,F
1647,Kimberly,Masters,Kimberly@Masters.qzq,1988-6-25,classic,M
1648,Thomas,Grand,Thomas@Grand.wrw,1975-1-5,classic,M
1649,Daniel,Storey,Daniel@Storey.odd,1965-8-20,ORIONTAL,F
1650,Phyllis,Barlowe,Phyllis@Barlowe.att,1979-7-9,ROCK N ROLL,M
1651,Robert,Dauzat,Robert@Dauzat.qvr,1961-8-1,JAZZ,F
1652,Debbie,Leblanc,Debbie@Leblanc.pfv,1968-11-11,JAZZ,M
1653,Chris,Fleetwood,Chris@Fleetwood.xex,1946-5-15,ORIONTAL,M
1654,Lena,Mincks,Lena@Mincks.ues,1990-2-26,JAZZ,M
1655,Rosa,Mccarthy,Rosa@Mccarthy.xrp,1963-2-18,ROCK N ROLL,M
1656,Emily,Jones,Emily@Jones.ukw,1978-8-27,ROCK N ROLL,M
1657,Rocky,Carroll,Rocky@Carroll.qzz,1993-5-22,classic,M
1658,Jacqueline,Rose,Jacqueline@Rose.vuv,1942-9-20,classic,M
1659,Joe,Swamp,Joe@Swamp.ygl,1942-3-14,classic,M
1660,Jim,Sefcovic,Jim@Sefcovic.fjv,1996-3-3,ROCK N ROLL,M
1661,Marion,Lew,Marion@Lew.mrd,1980-2-27,JAZZ,F
1662,Herbert,Roberts,Herbert@Roberts.pfk,1996-7-8,ROCK N ROLL,M
1663,Carol,Killian,Carol@Killian.pom,1943-9-1,JAZZ,F
1664,Gilbert,Long,Gilbert@Long.wmr,1950-8-3,JAZZ,M
1665,Rachel,Musto,Rachel@Musto.ece,1996-7-1,ROCK N ROLL,M
1666,Jeffrey,Bucknell,Jeffrey@Bucknell.qzn,1994-9-8,ORIONTAL,M
1667,Sean,Pearson,Sean@Pearson.qla,1968-10-12,JAZZ,F
1668,Jerry,Green,Jerry@Green.vfv,1983-11-26,ORIONTAL,M
1669,Leticia,Watt,Leticia@Watt.xwe,1950-2-5,JAZZ,M
1670,Angela,Benesh,Angela@Benesh.qvb,1974-9-21,ROCK N ROLL,M
1671,Joanie,Barlow,Joanie@Barlow.nws,1987-4-18,JAZZ,F
1672,Dale,Spruiell,Dale@Spruiell.dss,2002-2-1,ORIONTAL,F
1673,Opal,Coleman,Opal@Coleman.bew,2005-9-14,ROCK N ROLL,M
1674,Jeremy,Bostwick,Jeremy@Bostwick.tiy,1981-3-5,ROCK N ROLL,M
1675,Robert,Orourke,Robert@Orourke.kro,1952-9-3,classic,M
1676,Ricky,Guzman,Ricky@Guzman.sjs,2002-11-9,ORIONTAL,M
1677,Karen,Mezzatesta,Karen@Mezzatesta.let,1973-10-21,classic,M
1678,Jerome,Shaw,Jerome@Shaw.iqp,1972-8-10,classic,M
1679,Jessica,Jackson,Jessica@Jackson.qmp,1940-5-5,classic,M
1680,Susan,Dunphy,Susan@Dunphy.jqo,2000-5-20,ROCK N ROLL,M
1681,Pilar,Ragland,Pilar@Ragland.ztm,1964-3-1,JAZZ,F
1682,Ellen,Stephens,Ellen@Stephens.cbp,1960-3-23,ORIONTAL,M
1683,Miguel,Knowlton,Miguel@Knowlton.ncp,1954-2-21,classic,M
1684,Mandy,Rubio,Mandy@Rubio.skg,1970-6-8,classic,M
1685,Elizabeth,Baker,Elizabeth@Baker.ard,1975-10-1,ORIONTAL,M
1686,Genevieve,White,Genevieve@White.inb,1963-10-15,classic,M
1687,Rose,Ortiz,Rose@Ortiz.jyo,1981-3-15,JAZZ,F
1688,Adam,Anderson,Adam@Anderson.akt,1954-11-10,JAZZ,M
1689,Ralph,Cruz,Ralph@Cruz.qic,1943-12-15,ROCK N ROLL,M
1690,Ricky,Stubblefield,Ricky@Stubblefield.rwh,1946-11-2,ROCK N ROLL,M
1691,Leroy,Welborn,Leroy@Welborn.txl,1943-10-2,JAZZ,M
1692,Marsha,Dorsch,Marsha@Dorsch.syc,1975-6-7,JAZZ,F
1693,Martha,Desimone,Martha@Desimone.ver,1953-11-17,classic,M
1694,Alexander,Patton,Alexander@Patton.ltu,1965-8-6,JAZZ,M
1695,Dorothy,Feliciano,Dorothy@Feliciano.tvu,1962-10-12,ORIONTAL,F
1696,Hubert,Hesterman,Hubert@Hesterman.qtu,2007-7-15,ORIONTAL,M
1697,Jerome,Estler,Jerome@Estler.quu,1954-3-3,classic,M
1698,Linda,Combs,Linda@Combs.pmp,1979-7-12,classic,M
1699,Julie,Drake,Julie@Drake.iwf,1961-1-3,classic,F
1700,Leo,Hobbs,Leo@Hobbs.amw,1971-11-25,ROCK N ROLL,F
1701,Francisco,Gebo,Francisco@Gebo.lqd,1991-2-19,ROCK N ROLL,F
1702,Nettie,Vasquez,Nettie@Vasquez.kac,1965-4-26,JAZZ,F
1703,Katy,Delgado,Katy@Delgado.cwk,1980-12-10,classic,M
1704,Elmer,Goldbach,Elmer@Goldbach.vah,1962-3-7,ROCK N ROLL,M
1705,Bonnie,Washington,Bonnie@Washington.oza,1983-9-26,classic,M
1706,Robert,Settles,Robert@Settles.yvd,1952-8-20,classic,F
1707,Rebeca,Bliss,Rebeca@Bliss.nhb,1994-4-5,JAZZ,M
1708,Mamie,Wilson,Mamie@Wilson.mcm,1968-5-17,ROCK N ROLL,M
1709,Virgie,Meddaugh,Virgie@Meddaugh.fnk,1986-2-2,ROCK N ROLL,M
1710,Lillian,Morris,Lillian@Morris.fgj,1994-1-23,ORIONTAL,F
1711,Karen,Westover,Karen@Westover.icf,1995-7-11,ROCK N ROLL,F
1712,Vernon,Mason,Vernon@Mason.mdm,1989-6-25,JAZZ,M
1713,Phyllis,Malek,Phyllis@Malek.ifi,1942-6-2,JAZZ,F
1714,Erin,Davis,Erin@Davis.meq,1978-9-6,JAZZ,F
1715,Kristi,Kitsmiller,Kristi@Kitsmiller.sab,1981-4-11,ROCK N ROLL,M
1716,Katharine,Whitlock,Katharine@Whitlock.yny,1985-1-26,JAZZ,F
1717,Luis,Abercrombie,Luis@Abercrombie.laq,1993-5-28,ROCK N ROLL,M
1718,Hellen,Anderson,Hellen@Anderson.yhf,1953-5-7,ORIONTAL,F
1719,Jennifer,Frias,Jennifer@Frias.tts,1985-10-13,ORIONTAL,M
1720,Allison,Dewey,Allison@Dewey.ffx,1951-10-24,classic,M
1721,Craig,Sliva,Craig@Sliva.fec,1990-2-23,classic,F
1722,Harvey,Lamarche,Harvey@Lamarche.ijn,1967-1-6,ROCK N ROLL,M
1723,Harry,Dewitt,Harry@Dewitt.skc,2009-7-11,JAZZ,M
1724,Danny,Garroutte,Danny@Garroutte.dcm,2009-1-10,classic,M
1725,William,Morris,William@Morris.vlj,1969-9-25,JAZZ,M
1726,Philomena,Provost,Philomena@Provost.wpb,1999-9-16,ROCK N ROLL,M
1727,Sylvia,Rodriguez,Sylvia@Rodriguez.emo,1998-6-13,ORIONTAL,M
1728,Andrea,Andrus,Andrea@Andrus.qfq,2006-12-6,ORIONTAL,F
1729,Virginia,Henley,Virginia@Henley.sap,1945-7-13,ORIONTAL,M
